NDC Description,NDC,Old NADAC Per Unit,New NADAC Per Unit,Classification for Rate Setting,Percent Change,Primary Reason,Start Date,End Date,Effective Date
NICOTINE 21 MG/24HR PATCH,00536589688,1.69928,1.69268,G,-0.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MEMANTINE HCL ER 14 MG CAPSULE,68180024706,1.08091,1.54330,G,42.78,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RIVASTIGMINE 9.5 MG/24HR PATCH,65162082634,3.53617,3.99738,G,13.04,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RISPERIDONE 2 MG TABLET,50268069715,0.06515,0.06993,G,7.34,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NORTRIPTYLINE HCL 10 MG CAP,51672400105,0.08296,0.08702,G,4.89,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FELODIPINE ER 10 MG TABLET,69117003001,0.24788,0.28129,G,13.48,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DASETTA 7/7/7-28 TABLET,16714034604,0.47906,0.41096,G,-14.22,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METOPROLOL SUCC ER 50 MG TAB,51079017020,0.10056,0.11288,G,12.25,Survey Rate,05/12/2021,05/19/2021,05/19/2021
"NYSTATIN 100,000 UNIT/GM POWD",42543035260,0.24690,0.25442,G,3.05,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUPROPION HCL XL 150 MG TABLET,68001032203,0.16105,0.18075,G,12.23,Survey Rate,05/12/2021,05/19/2021,05/19/2021
KETOCONAZOLE 2% CREAM,00093321992,0.39567,0.39295,G,-0.69,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METFORMIN HCL 500 MG TABLET,23155010201,0.01684,0.01721,G,2.20,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GLYBURIDE-METFORMIN 5-500 MG,57237002501,0.05661,0.05700,G,0.69,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LIDOCAINE-PRILOCAINE CREAM,00904698931,0.24405,0.24831,G,1.75,Survey Rate,05/12/2021,05/19/2021,05/19/2021
URSODIOL 300 MG CAPSULE,60687010011,0.58243,0.60340,G,3.60,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DILTIAZEM 24H ER(LA) 180 MG TB,68682070590,1.86135,1.98524,G,6.66,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ACYCLOVIR 5% OINTMENT,68382099201,1.26229,1.07459,G,-14.87,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TACROLIMUS 0.03% OINTMENT,45802039002,2.76752,3.07878,G,11.25,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FELBAMATE 600 MG TABLET,47781063001,2.49203,2.72483,G,9.34,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VALPROIC ACID 250 MG CAPSULE,62756087388,0.22412,0.21609,G,-3.58,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ATORVASTATIN 20 MG TABLET,51079020901,0.05273,0.05859,G,11.11,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OXYCODONE HCL 15 MG TABLET,00406851562,0.11968,0.12088,G,1.00,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PRIMIDONE 250 MG TABLET,68084020301,0.31064,0.31013,G,-0.16,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUTICASONE PROP 0.005% OINT,00713063260,0.41640,0.41130,G,-1.22,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUPROPION HCL XL 150 MG TABLET,00781552831,0.16105,0.18075,G,12.23,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BANOPHEN 25 MG TABLET,00904555159,0.03285,0.03551,G,8.10,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OXYCODONE-ACETAMINOPHEN 10-325 MG TABLET,43386049301,0.19362,0.18049,G,-6.78,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NICOTINE 4 MG LOZENGE,46122017708,0.35975,0.35841,G,-0.37,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DESVENLAFAXINE SUCCNT ER 25 MG,00591406030,0.74442,0.71085,G,-4.51,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METHYLPHENIDATE ER 27 MG TAB,10147068801,1.11203,1.23187,G,10.78,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FELODIPINE ER 5 MG TABLET,59746037001,0.20252,0.21642,G,6.86,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MUCUS RLF CHEST CONGEST 200 MG,70000025101,0.03718,0.03636,G,-2.21,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUMETANIDE 1 MG TABLET,50268013115,0.25702,0.24559,G,-4.45,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PAROXETINE HCL 30 MG TABLET,59746045990,0.12579,0.12388,G,-1.52,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OLMESARTAN-HYDROCHLOROTHIAZIDE 40-25 MG TAB,70756081490,0.34188,0.35748,G,4.56,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FAMCICLOVIR 500 MG TABLET,00093811956,0.85856,0.87542,G,1.96,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVONEST-28 TABLET,16714034004,0.44482,0.46374,G,4.25,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ACYCLOVIR 400 MG TABLET,68084010801,0.11581,0.12073,G,4.25,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VENLAFAXINE HCL ER 75 MG CAP,00093738505,0.12854,0.13270,G,3.24,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HYDROXYZINE HCL 25 MG TABLET,00904661761,0.07488,0.07783,G,3.94,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MODAFINIL 200 MG TABLET,55253080290,0.72721,0.61333,G,-15.66,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TIMOLOL 0.5% GEL-SOLUTION,62332054605,38.85533,38.31422,G,-1.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METHYLPHENIDATE ER 10 MG TAB,70010004201,0.48068,0.46862,G,-2.51,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CELECOXIB 200 MG CAPSULE,00378715005,0.16573,0.15384,G,-7.17,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LAMOTRIGINE ER 300 MG TABLET,55111042830,4.22615,4.54720,G,7.60,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ALLOPURINOL 100 MG TABLET,53489015601,0.06207,0.06619,G,6.64,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NORETHINDRONE 5 MG TABLET,65162047509,0.79862,0.81458,G,2.00,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MINOXIDIL 2.5 MG TABLET,49884025601,0.10240,0.11364,G,10.98,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUTALBITAL COMP-CODEINE #3 CAP,00527131201,1.06993,1.27932,G,19.57,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RISEDRONATE SOD DR 35 MG TAB,59762040704,31.50900,27.08469,G,-14.04,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MOMETASONE FUROATE 0.1% OINT,45802011942,0.19137,0.18299,G,-4.38,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ANTACID-ANTIGAS LIQUID,00536129383,0.00707,0.00690,G,-2.40,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOZAPINE 100 MG TABLET,00378086001,0.57706,0.58112,G,0.70,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DEXTROAMP-AMPHETAM 7.5 MG TAB,11534019101,0.79980,0.71964,G,-10.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOTHYROXINE 75 MCG TABLET,16729044917,0.23655,0.23490,G,-0.70,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PALIPERIDONE ER 6 MG TABLET,16714086801,5.08367,6.14429,G,20.86,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DIVALPROEX SOD DR 250 MG TAB,68084077601,0.07820,0.08007,G,2.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ALPRAZOLAM 1 MG TABLET,00781107905,0.02581,0.02621,G,1.55,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DONEPEZIL HCL 23 MG TABLET,33342006107,0.97107,0.71583,G,-26.28,Survey Rate,05/12/2021,05/19/2021,05/19/2021
JENCYCLA 0.35 MG TABLET,68180087713,0.22928,0.22327,G,-2.62,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MODAFINIL 200 MG TABLET,57237015590,0.72721,0.61333,G,-15.66,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RIFAMPIN 300 MG CAPSULE,61748001860,0.67767,0.78782,G,16.25,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CHILDREN IBUPROFEN 100 MG/5 ML,24385036134,0.02564,0.02254,G,-12.09,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METHADONE HCL 10 MG TABLET,68084073811,0.09811,0.09731,G,-0.82,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DILTIAZEM 30 MG TABLET,60687056201,0.10527,0.10563,G,0.34,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RANOLAZINE ER 500 MG TABLET,45963041806,0.36024,0.36355,G,0.92,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUSPIRONE HCL 5 MG TABLET,69117004002,0.02823,0.02902,G,2.80,Survey Rate,05/12/2021,05/19/2021,05/19/2021
WARFARIN SODIUM 2.5 MG TABLET,68084002701,0.11678,0.10561,G,-9.56,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IRBESARTAN 75 MG TABLET,43547027709,0.20954,0.20898,G,-0.27,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOFLOXACIN 750 MG TABLET,68180024201,0.37543,0.40954,G,9.09,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ENALAPRIL MALEATE 10 MG TAB,16714044402,0.12926,0.14634,G,13.21,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GABAPENTIN 400 MG CAPSULE,00904666761,0.06572,0.07428,G,13.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PROPRANOLOL ER 160 MG CAPSULE,62559053301,0.77657,0.78162,G,0.65,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CEFDINIR 125 MG/5 ML SUSP,65862021801,0.11652,0.11392,G,-2.23,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVOTHYROXINE 150 MCG TABLET,16729045517,0.29082,0.30108,G,3.53,Survey Rate,05/12/2021,05/19/2021,05/19/2021
QUETIAPINE FUMARATE 400 MG TAB,16714045701,0.18575,0.20807,G,12.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SM NASAL DECONG PE 10 MG TAB,49348070048,0.04949,0.04781,G,-3.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVETIRACETAM 500 MG TABLET,13668001505,0.12253,0.11354,G,-7.34,Survey Rate,05/12/2021,05/19/2021,05/19/2021
IFEREX 150 CAPSULE,63044020301,0.11627,0.11989,G,3.11,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CARVEDILOL 25 MG TABLET,68645049659,0.03517,0.03608,G,2.59,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DIAZEPAM 2 MG TABLET,51862094105,0.02385,0.02339,G,-1.93,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUPROPION HCL XL 300 MG TABLET,24979010202,0.20929,0.22318,G,6.64,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BENZTROPINE MES 1 MG TABLET,00904679061,0.08807,0.08761,G,-0.52,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TRIPLE ANTIBIOTIC OINTMENT,70000038901,0.09413,0.09181,G,-2.46,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NADOLOL 20 MG TABLET,23155073001,0.40795,0.45423,G,11.34,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TRAMADOL-ACETAMINOPHEN 37.5-325 MG TAB,00378808801,0.11796,0.11708,G,-0.75,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METOPROLOL SUCC ER 25 MG TAB,68645047754,0.10201,0.10497,G,2.90,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RISPERIDONE 0.5 MG ODT,49884031191,0.78896,0.78994,G,0.12,Survey Rate,05/12/2021,05/19/2021,05/19/2021
AZELAIC ACID 15% GEL,51672138903,1.96322,2.13244,G,8.62,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SEVELAMER CARBONATE 800 MG TAB,55111078911,0.29941,0.32867,G,9.77,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SOLIFENACIN 5 MG TABLET,27241003709,0.23224,0.25926,G,11.63,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GUANFACINE HCL ER 2 MG TABLET,60505392801,0.30321,0.34317,G,13.18,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TRAVOPROST 0.004% EYE DROP,00781618556,46.58376,44.80667,G,-3.81,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DOXYCYCLINE HYCLATE 100 MG TAB,42806031250,0.14888,0.14608,G,-1.88,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ATOMOXETINE HCL 25 MG CAPSULE,16714075701,1.29340,1.44940,G,12.06,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CHLORTHALIDONE 25 MG TABLET,43598071901,0.17561,0.19073,G,8.61,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ANASTROZOLE 1 MG TABLET,16729003515,0.13924,0.14310,G,2.77,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOCINOLONE 0.01% SOLUTION,71428000260,0.55625,0.49076,G,-11.77,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GABAPENTIN 400 MG CAPSULE,60505011407,0.06572,0.07428,G,13.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TADALAFIL 2.5 MG TABLET,27241011103,0.20161,0.21454,G,6.41,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ALLERGY-CONGES RELF ER TABLET,46122016752,0.48437,0.48790,G,0.73,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VENLAFAXINE HCL 37.5 MG TABLET,62332000931,0.12999,0.13543,G,4.18,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOBETASOL 0.05% OINTMENT,62332046560,0.42171,0.45732,G,8.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GUAIFENESIN 100 MG/5 ML LIQUID,58657050916,0.00905,0.00978,G,8.07,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CARBIDOPA-LEVO ER 50-200 TAB,51079092320,0.36186,0.37026,G,2.32,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DONEPEZIL HCL 5 MG TABLET,00904647761,0.05521,0.05285,G,-4.27,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PREGABALIN 150 MG CAPSULE,31722061490,0.12198,0.11413,G,-6.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MEDROXYPROGESTERONE 2.5 MG TAB,59762005501,0.10776,0.10798,G,0.20,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MEMANTINE HCL ER 7 MG CAPSULE,68180024606,1.12884,1.51861,G,34.53,Survey Rate,05/12/2021,05/19/2021,05/19/2021
POTASSIUM CL ER 20 MEQ TABLET,68001023500,0.23558,0.23250,G,-1.31,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GS TUSSIN DM LIQUID,00113057826,0.01621,0.01736,G,7.09,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SIMVASTATIN 80 MG TABLET,55111026830,0.09681,0.09484,G,-2.03,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DEXTROAMP-AMPHET ER 20 MG CAP,43975033410,0.73297,0.71961,G,-1.82,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LABETALOL HCL 300 MG TABLET,23155072501,0.25248,0.24667,G,-2.30,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CHOLESTYRAMINE PACKET,49884046564,1.27062,1.17917,G,-7.20,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PAROXETINE HCL 20 MG TABLET,00904567761,0.08262,0.08499,G,2.87,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VERAPAMIL ER 180 MG TABLET,75834015801,0.21359,0.19647,G,-8.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SM ARTHRIT PAIN RLF ER 650 MG,70677001801,0.05931,0.06105,G,2.93,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NIGHT TIME COLD-FLU LIQUID,46122019840,0.00885,0.00875,G,-1.13,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DOXYCYCLINE HYCLATE 100 MG TAB,47781049150,0.14888,0.14608,G,-1.88,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METFORMIN HCL ER 500 MG TABLET,00093726710,0.03724,0.03665,G,-1.58,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOXETINE HCL 10 MG TABLET,00093718810,0.28544,0.23273,G,-18.47,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BRIMONIDINE 0.2% EYE DROP,70069023301,0.76695,0.69562,G,-9.30,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VALSARTAN-HYDROCHLOROTHIAZIDE 320-12.5 MG TAB,33342007710,0.63090,0.56689,G,-10.15,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NEOMYC-POLYM-DEXAMET EYE OINTM,00574416035,3.50362,3.70358,G,5.71,Survey Rate,05/12/2021,05/19/2021,05/19/2021
NORA-BE TABLET,52544062928,0.22928,0.22327,G,-2.62,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MIBELAS 24 FE CHEWABLE TABLET,68180091113,0.66916,0.68254,G,2.00,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FENOFIBRATE 54 MG TABLET,63304090090,0.18033,0.17516,G,-2.87,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOBETASOL 0.05% CREAM,16714099204,0.69210,0.65352,G,-5.57,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TAMOXIFEN 10 MG TABLET,68382082614,0.23911,0.20508,G,-14.23,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CYPROHEPTADINE 4 MG TABLET,70752010711,0.13443,0.13487,G,0.33,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LINEZOLID 600 MG TABLET,00904655304,2.19680,2.01421,G,-8.31,Survey Rate,05/12/2021,05/19/2021,05/19/2021
VALACYCLOVIR HCL 500 MG TABLET,59746032430,0.29120,0.29458,G,1.16,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FUROSEMIDE 40 MG TABLET,63304062501,0.03419,0.03509,G,2.63,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OMEPRAZOLE DR 40 MG CAPSULE,62175013643,0.06079,0.06227,G,2.43,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ALENDRONATE SODIUM 35 MG TAB,16714063202,0.40774,0.40632,G,-0.35,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TAZAROTENE 0.1% CREAM,00713076431,3.89115,3.11923,G,-19.84,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DILTIAZEM 60 MG TABLET,68682000750,0.16369,0.17861,G,9.11,Survey Rate,05/12/2021,05/19/2021,05/19/2021
METHYLERGONOVINE 0.2 MG TABLET,00054063905,14.35073,13.46155,G,-6.20,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DEXTROAMP-AMPHET ER 15 MG CAP,00781234301,0.63932,0.81179,G,26.98,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MORPHINE SULF 100 MG/5 ML CONC,00121082501,0.31191,0.30488,G,-2.25,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUPROPION HCL XL 150 MG TABLET,59746075830,0.16105,0.18075,G,12.23,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DIGITEK 250 MCG TABLET,42292000220,0.28590,0.31834,G,11.35,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FENTANYL 50 MCG/HR PATCH,60505700702,5.20129,4.98687,G,-4.12,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OLMESARTAN MEDOXOMIL 5 MG TAB,13668024830,0.09980,0.08439,G,-15.44,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MONTELUKAST SOD 10 MG TABLET,33342010207,0.07605,0.07423,G,-2.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BETHANECHOL 25 MG TABLET,68084070401,0.34777,0.33440,G,-3.84,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ESCITALOPRAM 10 MG TABLET,43547028111,0.05414,0.05538,G,2.29,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DAYSEE 0.15-0.03-0.01 MG TAB,68180084611,0.56295,0.53259,G,-5.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BRIMONIDINE 0.2% EYE DROP,61314014315,0.76695,0.69562,G,-9.30,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CINACALCET HCL 30 MG TABLET,70436000704,2.13814,1.80369,G,-15.64,Survey Rate,05/12/2021,05/19/2021,05/19/2021
PROPYLTHIOURACIL 50 MG TABLET,70752017110,0.49065,0.51907,G,5.79,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DOXEPIN 50 MG CAPSULE,69238117101,0.43097,0.49635,G,15.17,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVETIRACETAM 500 MG TABLET,16714035501,0.12253,0.11354,G,-7.34,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OLANZAPINE 20 MG TABLET,33342007207,0.19864,0.17013,G,-14.35,Survey Rate,05/12/2021,05/19/2021,05/19/2021
EZETIMIBE 10 MG TABLET,68382077306,0.17027,0.16182,G,-4.96,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GS MILK OF MAGNESIA SUSPENSION,00113033240,0.00493,0.00644,G,30.63,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TERBINAFINE HCL 250 MG TABLET,65862007930,0.17152,0.17393,G,1.41,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ESOMEPRAZOLE MAG DR 20 MG CAP,42292000901,0.27161,0.28085,G,3.40,Survey Rate,05/12/2021,05/19/2021,05/19/2021
8HR ARTHRITIS PAIN ER 650 MG,70000018003,0.05931,0.06105,G,2.93,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LEVALBUTEROL 0.63 MG/3 ML SOL,66993002227,0.32376,0.35327,G,9.11,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GABAPENTIN 800 MG TABLET,16714033201,0.13021,0.12770,G,-1.93,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LISINOPRIL 2.5 MG TABLET,68645055054,0.01709,0.01760,G,2.98,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GNP NASAL DECONG PE 10 MG TAB,46122065068,0.04949,0.04781,G,-3.39,Survey Rate,05/12/2021,05/19/2021,05/19/2021
AMLODIPINE-OLMESARTAN 10-20 MG,67877050030,0.48963,0.43767,G,-10.61,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUMETANIDE 2 MG TABLET,69238149105,0.46831,0.47518,G,1.47,Survey Rate,05/12/2021,05/19/2021,05/19/2021
WARFARIN SODIUM 2.5 MG TABLET,68084002711,0.11678,0.10561,G,-9.56,Survey Rate,05/12/2021,05/19/2021,05/19/2021
LAMOTRIGINE 100 MG TABLET,65862022801,0.05811,0.05959,G,2.55,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HYDROCODONE-ACETAMINOPHEN 10-325 MG TABLET,00406012501,0.12650,0.13535,G,7.00,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MIRTAZAPINE 30 MG TABLET,00378353005,0.10771,0.10741,G,-0.28,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ENTECAVIR 0.5 MG TABLET,69097042602,0.99663,1.24269,G,24.69,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ESTRADIOL 0.05 MG PATCH (2/WK),00378464216,7.44692,7.87408,G,5.74,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TIZANIDINE HCL 2 MG TABLET,68084077595,0.05755,0.05558,G,-3.42,Survey Rate,05/12/2021,05/19/2021,05/19/2021
ALBUTEROL SULFATE 2 MG TAB,75834027301,0.86844,0.85312,G,-1.76,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FELODIPINE ER 10 MG TABLET,23155005001,0.24788,0.28129,G,13.48,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CARISOPRODOL 250 MG TABLET,42543043401,0.94259,1.34634,G,42.83,Survey Rate,05/12/2021,05/19/2021,05/19/2021
RAMIPRIL 5 MG CAPSULE,68382014601,0.05809,0.06102,G,5.04,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CARVEDILOL ER 40 MG CAPSULE,60505368003,5.64079,6.20621,G,10.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
AMILORIDE HCL-HYDROCHLOROTHIAZIDE 5-50 MG TAB,00555048302,0.35143,0.35625,G,1.37,Survey Rate,05/12/2021,05/19/2021,05/19/2021
OLANZAPINE ODT 15 MG TABLET,13668008930,1.00353,0.76695,G,-23.57,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DENTA 5000 PLUS CREAM,64980030550,0.09355,0.09779,G,4.53,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GABAPENTIN 800 MG TABLET,68084080201,0.13021,0.12770,G,-1.93,Survey Rate,05/12/2021,05/19/2021,05/19/2021
BUPRENORPHINE 5 MCG/HR PATCH,42858075040,49.71365,42.89764,G,-13.71,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TELMISARTAN 20 MG TABLET,62332008730,0.42950,0.42599,G,-0.82,Survey Rate,05/12/2021,05/19/2021,05/19/2021
HM MAGNESIUM CITRATE SOLUTION,62011038101,0.00473,0.00470,G,-0.63,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLOBAZAM 20 MG TABLET,68180015801,0.73746,0.59643,G,-19.12,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TRANSDERM-SCOP 1.5 MG (1 MG/3D),10019055304,20.43134,20.48467,B,0.26,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOXETINE HCL 40 MG CAPSULE,63304063230,0.07414,0.07239,G,-2.36,Survey Rate,05/12/2021,05/19/2021,05/19/2021
CLONIDINE HCL ER 0.1 MG TABLET,43547043506,0.66844,0.76536,G,14.50,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SPIRONOLACTONE-HYDROCHLOROTHIAZIDE 25-25 TAB,59762501401,0.74590,0.69847,G,-6.36,Survey Rate,05/12/2021,05/19/2021,05/19/2021
MODAFINIL 200 MG TABLET,23155060509,0.72721,0.61333,G,-15.66,Survey Rate,05/12/2021,05/19/2021,05/19/2021
SUMATRIPTAN SUCC 50 MG TABLET,62756052169,0.55414,0.55363,G,-0.09,Survey Rate,05/12/2021,05/19/2021,05/19/2021
GABAPENTIN 400 MG CAPSULE,64380086907,0.06572,0.07428,G,13.02,Survey Rate,05/12/2021,05/19/2021,05/19/2021
TADALAFIL 2.5 MG TABLET,00378697032,0.20161,0.21454,G,6.41,Survey Rate,05/12/2021,05/19/2021,05/19/2021
FLUOXETINE HCL 20 MG TABLET,68180099906,0.28191,0.35037,G,24.28,Survey Rate,05/12/2021,05/19/2021,05/19/2021
DOXEPIN HCL 6 MG TABLET,00378481193,7.19148,8.46165,G,17.66,Survey Rate,05/12/2021,05/19/2021,05/19/2021
